,index,brand,colors,name,prices.isSale,MedianPrice
494,9979,Nine West,Brown,Nine West Bocce Women  Open Toe Leather  Gladiator Sandal,TRUE,20.98
495,9980,Nine West,Brown,Nine West Bocce Women  Open Toe Leather  Gladiator Sandal,TRUE,9.99
499,10020,Nine West,Brown,Nine West Genevieve   Square Toe Suede  Ankle Boot,TRUE,35.99
500,10115,Nine West,White,Nine West Wixsono Women  Open Toe Synthetic  Wedge Sandal,TRUE,13.99
501,10116,Nine West,White,Nine West Wixsono Women  Open Toe Synthetic  Wedge Sandal,FALSE,89.0
502,10117,Nine West,White,Nine West Wixsono Women  Open Toe Synthetic  Wedge Sandal,TRUE,17.99
503,10126,Brinley Co.,Brown,Brinley Co. Womens Wide Calf Slouchy Buckle Detail Boots,FALSE,39.99
504,10142,Style & Co.,Beige,Style & Co Celiaa   Open Toe Synthetic  Sandals,TRUE,23.99
505,10143,Style & Co.,Beige,Style & Co Celiaa   Open Toe Synthetic  Sandals,TRUE,17.99
506,10144,Style & Co.,Beige,Style & Co Celiaa   Open Toe Synthetic  Sandals,FALSE,65.0
507,10145,Style & Co.,Beige,Style & Co Celiaa   Open Toe Synthetic  Sandals,TRUE,25.99
510,10216,TOMS,Black,Toms Desert Wedge   Open Toe Canvas  Wedge Heel,TRUE,58.98
511,10217,TOMS,Black,Toms Desert Wedge   Open Toe Canvas  Wedge Heel,TRUE,48.99
512,10218,TOMS,Black,Toms Desert Wedge   Open Toe Canvas  Wedge Heel,FALSE,87.65
513,10219,TOMS,Black,Toms Desert Wedge   Open Toe Canvas  Wedge Heel,TRUE,46.99
514,10220,TOMS,Black,Toms Desert Wedge   Open Toe Canvas  Wedge Heel,FALSE,89.0
515,10239,New Balance,Blue,New Balance W675   Round Toe Synthetic  Running Shoe,TRUE,51.99
516,10240,New Balance,Blue,New Balance W675   Round Toe Synthetic  Running Shoe,TRUE,58.98
517,10241,New Balance,Blue,New Balance W675   Round Toe Synthetic  Running Shoe,TRUE,48.99
518,10242,New Balance,Blue,New Balance W675   Round Toe Synthetic  Running Shoe,FALSE,65.0
519,10243,New Balance,Blue,New Balance W675   Round Toe Synthetic  Running Shoe,TRUE,25.99
520,10258,Easy Spirit,Black,Easy Spirit Eliana Women  Round Toe Suede  Clogs,FALSE,69.0
521,10259,Easy Spirit,Black,Easy Spirit Eliana Women  Round Toe Suede  Clogs,TRUE,59.99
522,10357,Easy Spirit,Beige,Easy Spirit Berdina Women  Open Toe Leather Nude Wedge Sandal,FALSE,39.99
523,10378,Vince Camuto,Brown,Vince Camuto Matta Women  Open Toe Leather  Wedge Sandal,FALSE,51.99
524,10425,TOMS,Blue,Toms Women's Avalon Slipon Batik Textile Ankle-high Synthetic Flat Shoe,FALSE,54.83
525,10426,TOMS,Blue,Toms Women's Avalon Slipon Batik Textile Ankle-high Synthetic Flat Shoe,FALSE,59.0
526,10427,TOMS,Blue,Toms Women's Avalon Slipon Batik Textile Ankle-high Synthetic Flat Shoe,FALSE,56.0
527,10428,TOMS,Blue,Toms Women's Avalon Slipon Batik Textile Ankle-high Synthetic Flat Shoe,TRUE,39.13
528,10505,Nine West,Black,Nine West Dragonia   Peep-toe Suede  Heels,FALSE,85.0
529,10506,Nine West,Black,Nine West Dragonia   Peep-toe Suede  Heels,TRUE,16.99
530,10547,Nine West,Black,Nine West Zedge Women  Open Toe Leather  Slides Sandal,TRUE,12.99
531,10548,Nine West,Black,Nine West Zedge Women  Open Toe Leather  Slides Sandal,FALSE,79.0
532,10605,Marc Fisher,Black,Marc Fisher Frenchie Women Us 7.5 Black Ankle Boot Pre Owned 1661,FALSE,19.99
533,10606,Marc Fisher,Black,Marc Fisher Frenchie Women Us 7.5 Black Ankle Boot Pre Owned 1661,FALSE,18.99
534,10649,VANS,Blue,Vans Slip-on Sf   Round Toe Suede  Flats,TRUE,51.99
535,10650,VANS,Blue,Vans Slip-on Sf   Round Toe Suede  Flats,TRUE,63.98
536,10651,VANS,Blue,Vans Slip-on Sf   Round Toe Suede  Flats,FALSE,65.0
537,10867,Nine West,White,Nine West Women's Size 12 White Leather Wedge Sandals,FALSE,24.99
538,10994,VANS,Blue,Vans Authentic Men   Synthetic Blue Fashion Sneakers,TRUE,47.99
539,10995,VANS,Blue,Vans Authentic Men   Synthetic Blue Fashion Sneakers,FALSE,60.0
540,10996,VANS,Blue,Vans Authentic Men   Synthetic Blue Fashion Sneakers,FALSE,29.99
541,11054,Unique Bargains,Black,Unique Bargains Pair Embroidered Bee Black Middle Tube Boot Flat Canvas Shoes Eu 20 For Toddler,FALSE,23.99
542,11055,Unique Bargains,Black,Unique Bargains Pair Embroidered Bee Black Middle Tube Boot Flat Canvas Shoes Eu 20 For Toddler,TRUE,12.54
543,11056,Unique Bargains,Black,Unique Bargains Pair Embroidered Bee Black Middle Tube Boot Flat Canvas Shoes Eu 20 For Toddler,TRUE,11.82
544,11057,Unique Bargains,Black,Unique Bargains Pair Embroidered Bee Black Middle Tube Boot Flat Canvas Shoes Eu 20 For Toddler,FALSE,25.99
545,11133,Vince Camuto,Brown,Vince Camuto Soran Women  Round Toe Leather  Ankle Boot,FALSE,92.99
547,11176,Marc Fisher,Black,Marc Fisher Genny Women  Open Toe Leather  Wedge Sandal,FALSE,69.0
548,11177,Marc Fisher,Black,Marc Fisher Genny Women  Open Toe Leather  Wedge Sandal,TRUE,11.99
549,11178,Alfani,White,Alfani Pursue   Open Toe Synthetic  Wedge Sandal,TRUE,27.99
550,11179,Alfani,White,Alfani Pursue   Open Toe Synthetic  Wedge Sandal,FALSE,79.0
551,11193,Unique Bargains,White,Unique Bargains Women's Cutout Sides Kitten Heel Pointed Toe Pumps White (size 9),TRUE,27.49
552,11194,Unique Bargains,White,Unique Bargains Women's Cutout Sides Kitten Heel Pointed Toe Pumps White (size 9),FALSE,54.99
553,11236,ELLIE SHOES,White,Womens Avenge White Superhero Costume Boots,FALSE,33.93
556,11341,Reebok,Black,Reebok Bb7700 Mid Classic Women's Shoes Size,FALSE,69.99
557,11342,Reebok,Black,Reebok Bb7700 Mid Classic Women's Shoes Size,TRUE,64.9
558,11398,Nine West,Black,Nine West Selene Women Us 9 Black Heels Pre Owned 1903,FALSE,4.99
559,11432,Easy Spirit,Brown,Easy Spirit Adino   Round Toe Leather  Ankle Boot,TRUE,58.98
561,11434,Easy Spirit,Brown,Easy Spirit Adino   Round Toe Leather  Ankle Boot,TRUE,37.99
562,11435,Easy Spirit,Brown,Easy Spirit Adino   Round Toe Leather  Ankle Boot,FALSE,58.99
563,11436,Easy Spirit,Brown,Easy Spirit Adino   Round Toe Leather  Ankle Boot,TRUE,58.99
565,11526,Alfani,Brown,Alfani Mable Women  Round Toe Synthetic  Knee High Boot,TRUE,20.99
566,11530,Easy Spirit,Black,Easy Spirit Women's Nadette Knee High Riding Boots,FALSE,56.99
567,11558,Unique Bargains,Beige,Woman Elastic Ankle Strap Weaven Strap Panel Sandals (size 6),TRUE,20.38
568,11559,Unique Bargains,Beige,Woman Elastic Ankle Strap Weaven Strap Panel Sandals (size 6),FALSE,40.99
569,11574,MUK LUKS,Black,Muk Luks - Micro Chenille Scuff With Satin Trim Slippers,FALSE,19.87
570,11575,MUK LUKS,Black,Muk Luks - Micro Chenille Scuff With Satin Trim Slippers,FALSE,22.95
571,11576,MUK LUKS,Black,Muk Luks - Micro Chenille Scuff With Satin Trim Slippers,FALSE,19.94
572,11674,VANS,White,Vans Solana Women  Round Toe Canvas  Sneakers,FALSE,27.99
573,11675,Style & Co.,Brown,Style & Co Raphiela   Round Toe Synthetic  Loafer,TRUE,13.99
574,11676,Style & Co.,Brown,Style & Co Raphiela   Round Toe Synthetic  Loafer,FALSE,59.0
575,12117,Vince Camuto,Beige,Womens Vince Camuto Lorim Platform Peep Toe Pumps - Nude,TRUE,40.54
577,12198,Unique Bargains,Black,Outdoor Lady Pvc Zipper Closure Water Resistant Rain Boots Shoes Cover Pair L,FALSE,28.99
578,12199,Unique Bargains,Black,Outdoor Lady Pvc Zipper Closure Water Resistant Rain Boots Shoes Cover Pair L,TRUE,14.02
579,12366,Ralph Lauren,Blue,Betty Canvas Flat,FALSE,69.0
582,12428,Nike,Black,Nike Fs Lite Run 2   Round Toe Synthetic  Running Shoe,FALSE,75.0
583,12429,Nike,Black,Nike Fs Lite Run 2   Round Toe Synthetic  Running Shoe,TRUE,42.99
584,12440,Easy Spirit,Beige,Easy Spirit Medn Women's Boots,FALSE,47.04
585,12474,Unique Bargains,White,Unique Bargains Women's Open Toe Stiletto High Heel Strappy Sandals White Size 10,FALSE,71.99
586,12475,Unique Bargains,White,Unique Bargains Women's Open Toe Stiletto High Heel Strappy Sandals White Size 10,TRUE,35.73
588,12693,New Balance,Black,New Balance Wl574 Women   Suede  Fashion Sneakers,TRUE,64.99
589,12694,New Balance,Black,New Balance Wl574 Women   Suede  Fashion Sneakers,FALSE,80.0
590,12696,Le Suit,Black,Le Suit 8100 New Womens Black Shadow Stripe Pintuck Pant Suit 8 Bhfo,FALSE,20.5
591,12752,Alfani,Red,Alfani Vandela   Pointed Toe Suede  Bootie,TRUE,33.99
592,12753,Alfani,Red,Alfani Vandela   Pointed Toe Suede  Bootie,FALSE,90.0
594,12794,Nine West,Brown,Nine West 7 Lillian Women  Round Toe Suede  Ankle Boot,TRUE,65.99
595,12840,Nike,Black,Nike 4300 New Womens Black Racerback Signature One-piece Swimsuit 8 34 Bhfo,FALSE,13.5
596,12866,VANS,White,Vans Sk8-hi Reissue   Round Toe Canvas  Sneakers,FALSE,85.0
597,12867,VANS,White,Vans Sk8-hi Reissue   Round Toe Canvas  Sneakers,TRUE,67.99
598,12874,Unique Bargains,Red,Unique Bargains Woman Chunky Heel Ankle Strap Sandals Red (size 7),FALSE,64.99
599,12875,Unique Bargains,Red,Unique Bargains Woman Chunky Heel Ankle Strap Sandals Red (size 7),TRUE,32.33
600,12935,Marc Fisher,Black,Marc Fisher Genette Women  Open Toe Leather  Sandals,TRUE,33.99
601,12936,Marc Fisher,Black,Marc Fisher Genette Women  Open Toe Leather  Sandals,FALSE,89.0
602,13018,Nine West,Black,Nine West Size 7 M Knee High Boots Womens Shoes New,TRUE,59.5
604,13020,Easy Spirit,Black,"Easy Spirit 6010 Womens Elk Black Suede Winter Boots Shoes 10 Medium (b,m) Bhfo",FALSE,27.8
605,13091,Unique Bargains,Red,Ladies Leopard Prints Pointed Toe Padded Insole Casual Flats Shoes (size 9.5),TRUE,21.3
606,13092,Unique Bargains,Red,Ladies Leopard Prints Pointed Toe Padded Insole Casual Flats Shoes (size 9.5),FALSE,42.99
607,13101,Easy Spirit,Brown,Easy Spirit Jarada   Round Toe Synthetic  Knee High Boot,FALSE,35.99
610,13132,Nine West,Black,Nine West Genevieve Women Us 11 Black Ankle Boot,TRUE,76.99
611,13300,Nine West,Black,Nine West Shy Girl Women  Pointed Toe Synthetic  Flats,FALSE,69.0
612,13301,Nine West,Black,Nine West Shy Girl Women  Pointed Toe Synthetic  Flats,TRUE,37.99
613,13319,Nine West,Black,Nine West 7gilded Women  Open Toe Synthetic  Platform Heel,TRUE,48.99
614,13320,Nine West,Black,Nine West 7gilded Women  Open Toe Synthetic  Platform Heel,FALSE,89.0
615,13336,Easy Spirit,White,Easy Spirit Quietone Women  Round Toe Synthetic White Walking Shoe,TRUE,29.99
616,13337,Easy Spirit,White,Easy Spirit Quietone Women  Round Toe Synthetic White Walking Shoe,TRUE,47.99
617,13338,Easy Spirit,White,Easy Spirit Quietone Women  Round Toe Synthetic White Walking Shoe,TRUE,57.98
618,13339,Easy Spirit,White,Easy Spirit Quietone Women  Round Toe Synthetic White Walking Shoe,FALSE,79.0
620,13348,Nine West,Black,Nine West Just This  Women  Round Toe Leather  Ankle Boot,TRUE,67.99
621,13475,Alfani,White,Alfani Ridlee   Peep-toe Leather  Bootie,TRUE,13.99
622,13476,Alfani,White,Alfani Ridlee   Peep-toe Leather  Bootie,FALSE,89.0
623,13590,VANS,Beige,Vans Palisades Vulc    Synthetic  Fashion Sneakers,FALSE,52.0
624,13591,VANS,Beige,Vans Palisades Vulc    Synthetic  Fashion Sneakers,TRUE,33.99
625,13637,Reebok,Blue,Reebok Crossfit Lite Lo Tr   Round Toe Synthetic  Cross Training,FALSE,75.0
626,13638,Reebok,Blue,Reebok Crossfit Lite Lo Tr   Round Toe Synthetic  Cross Training,TRUE,19.99
627,13639,Reebok,Blue,Reebok Crossfit Lite Lo Tr   Round Toe Synthetic  Cross Training,TRUE,31.99
628,13640,Reebok,Blue,Reebok Crossfit Lite Lo Tr   Round Toe Synthetic  Cross Training,FALSE,90.0
629,13641,Reebok,Blue,Reebok Crossfit Lite Lo Tr   Round Toe Synthetic  Cross Training,TRUE,26.99
630,13642,Reebok,Blue,Reebok Crossfit Lite Lo Tr   Round Toe Synthetic  Cross Training,TRUE,29.99
631,13643,Reebok,Blue,Reebok Crossfit Lite Lo Tr   Round Toe Synthetic  Cross Training,TRUE,24.99
633,13651,Vince Camuto,Beige,Vince Camuto Waliss   Open Toe Suede  Wedge Heel,TRUE,33.99
634,13684,Nine West,White,Nine West Confetty   Open Toe Leather  Wedge Heel,FALSE,59.0
637,13765,Style & Co.,Blue,Style & Co Highlight Women  Open Toe Synthetic Blue Sandals,FALSE,55.0
638,13766,Style & Co.,Blue,Style & Co Highlight Women  Open Toe Synthetic Blue Sandals,TRUE,15.99
639,13767,Style & Co.,Blue,Style & Co Highlight Women  Open Toe Synthetic Blue Sandals,TRUE,9.99
640,13814,Marc Fisher,Brown,Marc Fisher Casandra Women  Open Toe Leather  Wedge Sandal,FALSE,69.0
641,13815,Marc Fisher,Brown,Marc Fisher Casandra Women  Open Toe Leather  Wedge Sandal,TRUE,15.99
643,13822,Nine West,Black,Nine West Irina Women  Open Toe Suede  Wedge Heel,TRUE,42.99
644,13823,Nine West,Black,Nine West Irina Women  Open Toe Suede  Wedge Heel,FALSE,79.0
645,13824,Marc Fisher,Brown,Marc Fisher Reily Women  Open Toe Suede  Thong Sandal,FALSE,17.99
646,13892,Easy Spirit,Beige,Easy Spirit Hadley   Open-toe Leather  Slingback Sandal,FALSE,70.0
647,13893,Easy Spirit,Beige,Easy Spirit Hadley   Open-toe Leather  Slingback Sandal,TRUE,26.98
648,13894,Easy Spirit,Beige,Easy Spirit Hadley   Open-toe Leather  Slingback Sandal,TRUE,15.99
649,13895,Easy Spirit,Beige,Easy Spirit Hadley   Open-toe Leather  Slingback Sandal,TRUE,17.99
651,13927,VANS,White,Vans Sk8-hi Reissue   Round Toe Canvas  Sneakers,FALSE,69.99
652,13932,Easy Spirit,Beige,Easy Spirit Amore   Round Toe Suede  Walking Shoe,FALSE,69.0
653,13933,Easy Spirit,Beige,Easy Spirit Amore   Round Toe Suede  Walking Shoe,TRUE,40.99
654,14015,Nine West,Beige,Nine West Dhara   Peep-toe Leather  Heels,TRUE,27.99
655,14016,Nine West,Beige,Nine West Dhara   Peep-toe Leather  Heels,FALSE,89.0
656,14077,Vince Camuto,Brown,Vince Camuto Serafina Wedge Sandals - Neutral,TRUE,60.09
658,14144,Unique Bargains,Black,Women Concealed Platform Extreme Stiletto Heels Pumps Black Us 7.5,TRUE,20.87
659,14145,Unique Bargains,Black,Women Concealed Platform Extreme Stiletto Heels Pumps Black Us 7.5,FALSE,41.99
660,14146,Brinley Co.,Brown,Brinley Co. Women's Tall Buckle Detail Boots,TRUE,26.98
661,14147,Brinley Co.,Brown,Brinley Co. Women's Tall Buckle Detail Boots,FALSE,64.98
662,14148,Brinley Co.,Brown,Brinley Co. Women's Tall Buckle Detail Boots,FALSE,46.99
663,14149,Brinley Co.,Brown,Brinley Co. Women's Tall Buckle Detail Boots,FALSE,61.0
664,14150,Brinley Co.,Brown,Brinley Co. Women's Tall Buckle Detail Boots,TRUE,42.98
665,14152,Brinley Co.,Brown,Brinley Co. Women's Tall Buckle Detail Boots,TRUE,31.99
666,14163,Nine West,Red,Nine West Jinio Women  Open Toe Canvas  Wedge Sandal,TRUE,12.99
667,14164,Nine West,Red,Nine West Jinio Women  Open Toe Canvas  Wedge Sandal,FALSE,89.0
668,14211,Unique Bargains,Black,Women Color Block Panel Pointed Toe Padded Insole Casual Flats (size 8),TRUE,19.32
669,14212,Unique Bargains,Black,Women Color Block Panel Pointed Toe Padded Insole Casual Flats (size 8),FALSE,38.99
670,14252,Reebok,Black,Reebok Zig Squared Cruz Women  Round Toe Synthetic Black Running Shoe,TRUE,53.99
671,14253,Reebok,Black,Reebok Zig Squared Cruz Women  Round Toe Synthetic Black Running Shoe,FALSE,90.0
672,14255,VANS,Blue,Vans Unisex Authentic Sneakers,TRUE,34.99
673,14256,VANS,Blue,Vans Unisex Authentic Sneakers,FALSE,65.0
674,14273,Alfani,Black,Alfani Jemah   Round Toe Canvas  Ballet Flats,FALSE,50.0
675,14275,Alfani,Black,Alfani Jemah   Round Toe Canvas  Ballet Flats,TRUE,21.97
676,14276,Alfani,Black,Alfani Jemah   Round Toe Canvas  Ballet Flats,TRUE,11.99
678,14320,Nine West,Red,Nine West Jennelle Women  Pointed Toe Suede Red Heels,FALSE,85.0
679,14321,Nine West,Red,Nine West Jennelle Women  Pointed Toe Suede Red Heels,TRUE,42.99
680,14322,Style & Co.,Beige,Style & Co Jamila Zip Bootie   Round Toe Synthetic  Bootie,FALSE,75.0
681,14323,Style & Co.,Beige,Style & Co Jamila Zip Bootie   Round Toe Synthetic  Bootie,TRUE,23.99
682,14332,Nine West,Black,Nine West Liam Women  Round Toe Leather Black Flats,TRUE,39.99
683,14333,Nine West,Black,Nine West Liam Women  Round Toe Leather Black Flats,FALSE,89.0
684,14336,Unique Bargains,Red,Unique Bargains Women's Rounded Toe Platform Mid Heel Slip On Wedge Pumps Red (size 8.5),TRUE,31.3
685,14337,Unique Bargains,Red,Unique Bargains Women's Rounded Toe Platform Mid Heel Slip On Wedge Pumps Red (size 8.5),FALSE,62.99
686,14338,Style & Co.,Black,Style & Co Ricky Women  Round Toe Leather Black Ankle Boot,FALSE,79.0
687,14339,Style & Co.,Black,Style & Co Ricky Women  Round Toe Leather Black Ankle Boot,TRUE,17.99
688,14442,New Balance,White,New Balance Nbgw Women  Round Toe Leather White Golf Shoe,TRUE,44.99
690,14444,New Balance,White,New Balance Nbgw Women  Round Toe Leather White Golf Shoe,TRUE,31.99
691,14445,New Balance,White,New Balance Nbgw Women  Round Toe Leather White Golf Shoe,TRUE,56.98
692,14469,Style & Co.,Black,Style & Co Lylla Women  Open Toe Synthetic Black Platform Heel,FALSE,69.0
693,14470,Style & Co.,Black,Style & Co Lylla Women  Open Toe Synthetic Black Platform Heel,TRUE,28.98
694,14471,Style & Co.,Black,Style & Co Lylla Women  Open Toe Synthetic Black Platform Heel,TRUE,35.98
695,14472,Style & Co.,Black,Style & Co Lylla Women  Open Toe Synthetic Black Platform Heel,TRUE,25.99
696,14526,Alfani,Black,Alfani Acke   Round Toe Leather  Ankle Boot,FALSE,44.99
697,14529,MUK LUKS,Black,Women's Juno Slippers,TRUE,37.99
698,14530,MUK LUKS,Black,Women's Juno Slippers,FALSE,45.0
699,14552,Style & Co.,Beige,Style & Co Tjamila Women  Round Toe Synthetic  Ankle Boot,FALSE,24.99
700,14570,Nine West,Beige,Nine West Big Easy Women  Open Toe Leather Nude Wedge Sandal,TRUE,49.99
701,14571,Nine West,Beige,Nine West Big Easy Women  Open Toe Leather Nude Wedge Sandal,FALSE,89.0
702,14605,Unique Bargains,Black,Women Rubber Outsole Round Toe Bowknot Decor Pumps Black Us 7.5,FALSE,82.99
703,14606,Unique Bargains,Black,Women Rubber Outsole Round Toe Bowknot Decor Pumps Black Us 7.5,TRUE,20.55
704,14607,Unique Bargains,Black,Women Rubber Outsole Round Toe Bowknot Decor Pumps Black Us 7.5,TRUE,41.25
705,14608,Unique Bargains,Black,Women Rubber Outsole Round Toe Bowknot Decor Pumps Black Us 7.5,FALSE,41.99
706,14652,Reebok,White,Reebok Triple Hall,FALSE,39.95
707,14693,Alfani,Black,Alfani 9504 New Womens Black Faux Suede Asymmetric Motorcycle Jacket Coat S Bhfo,FALSE,8.5
708,14694,Alfani,Black,Alfani 9504 New Womens Black Faux Suede Asymmetric Motorcycle Jacket Coat S Bhfo,FALSE,4.99
709,14825,New Balance,Brown,New Balance Ww895 Women 2a Round Toe Synthetic  Walking Shoe,TRUE,39.99
711,14827,New Balance,Brown,New Balance Ww895 Women 2a Round Toe Synthetic  Walking Shoe,TRUE,46.99
712,14828,New Balance,Brown,New Balance Ww895 Women 2a Round Toe Synthetic  Walking Shoe,TRUE,37.99
713,14829,New Balance,Brown,New Balance Ww895 Women 2a Round Toe Synthetic  Walking Shoe,TRUE,47.98
714,14834,Brinley Co.,Black,Brinley Co. Womens High Heeled Zippered Chunky Heel Ankle Booties,FALSE,39.99
715,14865,Bongo,Black,Bongo Junior's Studded Denim Jeggings - Black&,TRUE,6.49
716,14866,Bongo,Black,Bongo Junior's Studded Denim Jeggings - Black&,TRUE,7.79
717,14867,Bongo,Black,Bongo Junior's Studded Denim Jeggings - Black&,FALSE,48.0
718,14868,Bongo,Black,Bongo Junior's Studded Denim Jeggings - Black&,TRUE,12.99
719,14928,Brinley Co.,Brown,Brinley Co. Women Buckle Detail Wide Calf Boots,FALSE,44.99
720,14929,Brinley Co.,Brown,Brinley Co. Women Buckle Detail Wide Calf Boots,TRUE,19.71
721,14930,Brinley Co.,Brown,Brinley Co. Women Buckle Detail Wide Calf Boots,TRUE,28.61
722,14931,Brinley Co.,Brown,Brinley Co. Women Buckle Detail Wide Calf Boots,TRUE,19.99
723,14949,Nine West,Black,Nine West Accocella   Round Toe Leather  Flats,FALSE,69.0
724,14950,Nine West,Black,Nine West Accocella   Round Toe Leather  Flats,TRUE,15.99
725,15012,Marc Fisher,Beige,Marc Fisher Alining 2 Women  Open Toe Synthetic  Slides Sandal,TRUE,7.99
726,15013,Marc Fisher,Beige,Marc Fisher Alining 2 Women  Open Toe Synthetic  Slides Sandal,FALSE,59.0
727,15019,Vince Camuto,Beige,Womens Vince Camuto Cavi Peep-toe Slingback Heels - Nude,FALSE,79.0
730,15071,Nike,White,Nike Performance Cotton Cushioned Crew Socks Sx4700-101 Size L *free Shipping*,FALSE,19.99
731,15072,Nike,White,Nike Performance Cotton Cushioned Crew Socks Sx4700-101 Size L *free Shipping*,FALSE,21.99
732,15073,Nike,White,Nike Performance Cotton Cushioned Crew Socks Sx4700-101 Size L *free Shipping*,FALSE,18.99
733,15095,Style & Co.,Brown,Style & Co Mabbel Women  Round Toe Synthetic Brown Knee High Boot,FALSE,75.0
734,15096,Style & Co.,Brown,Style & Co Mabbel Women  Round Toe Synthetic Brown Knee High Boot,TRUE,23.99
735,15106,Unique Bargains,Red,Women Metal Butterfly Cap Toe Pu Insole Pumps Burgundy Us 6,TRUE,16.28
736,15107,Unique Bargains,Red,Women Metal Butterfly Cap Toe Pu Insole Pumps Burgundy Us 6,FALSE,32.99
737,15108,Unique Bargains,Red,Women Metal Butterfly Cap Toe Pu Insole Pumps Burgundy Us 6,TRUE,31.85
738,15109,Unique Bargains,Red,Women Metal Butterfly Cap Toe Pu Insole Pumps Burgundy Us 6,FALSE,63.99
739,15110,Unique Bargains,Red,Women Metal Butterfly Cap Toe Pu Insole Pumps Burgundy Us 6,TRUE,35.13
740,15111,Unique Bargains,Red,Women Metal Butterfly Cap Toe Pu Insole Pumps Burgundy Us 6,FALSE,70.99
743,15162,Nine West,Beige,Nine West Entranz Women  Open Toe Leather  Wedge Sandal,TRUE,42.99
744,15163,Nine West,Beige,Nine West Entranz Women  Open Toe Leather  Wedge Sandal,FALSE,79.0
746,15289,Vince Camuto,Beige,Vince Camuto Cristiana Women  Open-toe Suede Nude Slingback Sandal,TRUE,85.99
747,15302,Marc Fisher,Black,Marc Fisher Tinsel Women  Open Toe Synthetic  Platform Sandal,TRUE,46.99
748,15303,Marc Fisher,Black,Marc Fisher Tinsel Women  Open Toe Synthetic  Platform Sandal,FALSE,79.0
749,15370,Nike,Black,Nike Blazer Low Vntg Women Us 6.5 Black Sneakers,TRUE,47.99
750,15371,Nike,Black,Nike Blazer Low Vntg Women Us 6.5 Black Sneakers,FALSE,90.0
751,15372,Nike,Black,Nike Blazer Low Vntg Women Us 6.5 Black Sneakers,TRUE,25.99
754,15402,Alfani,Beige,Alfani Kyrah Women Us 7.5 Nude Wedge Sandal Pre Owned 1903,FALSE,11.99
755,15420,Marc Fisher,Brown,Marc Fisher Heighten Women  Open Toe Synthetic  Platform Heel,FALSE,11.99
756,15423,Unique Bargains,Red,Unique Bargains Us 4.5 Flannel Padded Red Dancing Ballet Ladies Shoes,TRUE,9.05
757,15424,Unique Bargains,Red,Unique Bargains Us 4.5 Flannel Padded Red Dancing Ballet Ladies Shoes,FALSE,18.99
758,15513,Marc Fisher,Black,Marc Fisher Amber Wide Calf Women  Round Toe Leather  Knee High Boot,TRUE,53.99
759,15514,Marc Fisher,Black,Marc Fisher Amber Wide Calf Women  Round Toe Leather  Knee High Boot,TRUE,29.99
761,15518,Marc Fisher,Brown,Marc Fisher Geri Women  Round Toe Leather  Ankle Boot,FALSE,45.99
762,15572,TOMS,Black,Toms Women's Classic Casual Shoe,FALSE,44.88
763,15593,Bongo,Blue,Bongo Women's Tiffani Blue Mary Jane Pump,FALSE,29.99
764,15594,Bongo,Blue,Bongo Women's Tiffani Blue Mary Jane Pump,TRUE,24.99
765,15621,New Balance,Brown,New Balance 554 Womens Shoes 8 1/2 B Dark Brown - W554bbv New In Box Nib,FALSE,29.99
766,15625,Nine West,Black,Nine West Authority    Open Toe Leather  Sandals,FALSE,89.0
767,15626,Nine West,Black,Nine West Authority    Open Toe Leather  Sandals,TRUE,25.99
768,15655,TOMS,White,Toms Classics   Round Toe Canvas  Sneakers,TRUE,24.99
769,15656,TOMS,White,Toms Classics   Round Toe Canvas  Sneakers,FALSE,54.0
770,15657,TOMS,White,Toms Classics   Round Toe Canvas  Sneakers,TRUE,28.99
771,15658,TOMS,White,Toms Classics   Round Toe Canvas  Sneakers,TRUE,35.98
772,15677,Nine West,Black,Nine West Rako   Open Toe Canvas  Platform Heel,FALSE,44.99
773,15680,Unique Bargains,Black,Unique Bargains Women's Peep Toe High Heel Crisscross Straps Platform Sandals Black (size 9.5),FALSE,73.99
774,15681,Unique Bargains,Black,Unique Bargains Women's Peep Toe High Heel Crisscross Straps Platform Sandals Black (size 9.5),TRUE,36.64
778,15723,ELLIE SHOES,Black,Elllie Barb Platform Shoes 608-barbel_bl Black,FALSE,64.8
779,15724,ELLIE SHOES,Black,Elllie Barb Platform Shoes 608-barbel_bl Black,FALSE,74.32
780,15725,ELLIE SHOES,Black,Elllie Barb Platform Shoes 608-barbel_bl Black,TRUE,61.93
781,15726,ELLIE SHOES,Black,Elllie Barb Platform Shoes 608-barbel_bl Black,TRUE,54.0
784,15845,Nine West,Black,Nine West Callen   Open Toe Suede  Sandals,FALSE,85.0
785,15846,Nine West,Black,Nine West Callen   Open Toe Suede  Sandals,TRUE,33.99
786,15914,MUK LUKS,Black,Muk Luks Women's Lilly Lace Up Boot,TRUE,46.01
787,15915,MUK LUKS,Black,Muk Luks Women's Lilly Lace Up Boot,FALSE,71.0
788,15916,MUK LUKS,Black,Muk Luks Women's Lilly Lace Up Boot,TRUE,35.56
789,15924,Style & Co.,Beige,Style & Co Nikolet   Round Toe Patent Leather  Heels,FALSE,12.99
791,15952,Vince Camuto,Black,Vince Camuto Sabana Women  Round Toe Suede Black Knee High Boot,TRUE,61.99
792,16163,Unique Bargains,Beige,Women Pointed Toe Snake-effect Faux Leather Bow Flats (size 6.5),FALSE,39.99
793,16164,Unique Bargains,Beige,Women Pointed Toe Snake-effect Faux Leather Bow Flats (size 6.5),TRUE,19.91
